subregion,subregion_name,native_class,pixel_count,area_ha,spatial_prevalence_pct
190803,Tanana River,mud-land slide,170,15.3,0.001
190803,Tanana River,"other rust, known (code pending)",81,7.29,0.0
190803,Tanana River,common porcupine,56,5.04,0.0
190803,Tanana River,foliage and shoot diseases,41,3.69,0.0
190804,Beaver Creek-Yukon River,aspen leafminer,2875649,258808.41,46.929
190804,Beaver Creek-Yukon River,willow leaf blotchminer,2431483,218833.47,39.68
190804,Beaver Creek-Yukon River,spruce budworm,245030,22052.7,3.999
190804,Beaver Creek-Yukon River,northern spruce engraver,179688,16171.92,2.932
190804,Beaver Creek-Yukon River,defoliators,166744,15006.96,2.721
190804,Beaver Creek-Yukon River,unknown defoliator,72166,6494.94,1.178
190804,Beaver Creek-Yukon River,willow leafblotch miner,56734,5106.06,0.926
190804,Beaver Creek-Yukon River,spruce beetle,50702,4563.18,0.827
190804,Beaver Creek-Yukon River,large aspen tortrix,32186,2896.74,0.525
190804,Beaver Creek-Yukon River,larch sawfly,23265,2093.85,0.38
190804,Beaver Creek-Yukon River,flooding-high water,22451,2020.59,0.366
190804,Beaver Creek-Yukon River,decline complex,19930,1793.7,0.325
190804,Beaver Creek-Yukon River,"other wilt, known (code pending)",12577,1131.93,0.205
190804,Beaver Creek-Yukon River,unknown canker,12023,1082.07,0.196
190804,Beaver Creek-Yukon River,snow-ice,6814,613.26,0.111
190804,Beaver Creek-Yukon River,dieback,6771,609.39,0.11
190804,Beaver Creek-Yukon River,birch aphid,5994,539.46,0.098
190804,Beaver Creek-Yukon River,birch leafroller,5448,490.32,0.089
190804,Beaver Creek-Yukon River,fire,4869,438.21,0.079
190804,Beaver Creek-Yukon River,spruce broom rust,4034,363.06,0.066
190804,Beaver Creek-Yukon River,foliage and shoot diseases,2027,182.43,0.033
190804,Beaver Creek-Yukon River,canker (general),1928,173.52,0.031
190804,Beaver Creek-Yukon River,unknown,1362,122.58,0.022
190804,Beaver Creek-Yukon River,spear-marked black moth,952,85.68,0.016
190804,Beaver Creek-Yukon River,wind-tornado/hurricane,256,23.04,0.004
190804,Beaver Creek-Yukon River,Lirula spruce needle blight,216,19.44,0.004
190804,Beaver Creek-Yukon River,large-spored spruce-Labrador tea rust,207,18.63,0.003
190804,Beaver Creek-Yukon River,battered sallow,72,6.48,0.001
190804,Beaver Creek-Yukon River,"other canker agent, known (code pending)",55,4.95,0.001
190804,Beaver Creek-Yukon River,Chrysomela leaf beetle,51,4.59,0.001
190804,Beaver Creek-Yukon River,mud-land slide,33,2.97,0.001
190901,Koyukuk River,aspen leafminer,514634,46317.06,39.589
190901,Koyukuk River,willow leaf blotchminer,358571,32271.39,27.583
190901,Koyukuk River,unknown defoliator,137779,12400.11,10.599
190901,Koyukuk River,defoliators,94958,8546.22,7.305
190901,Koyukuk River,northern spruce engraver,82294,7406.46,6.331
190901,Koyukuk River,large aspen tortrix,52400,4716.0,4.031
190901,Koyukuk River,spear-marked black moth,14278,1285.02,1.098
190901,Koyukuk River,spruce budworm,10597,953.73,0.815
190901,Koyukuk River,flooding-high water,7298,656.82,0.561
190901,Koyukuk River,spruce broom rust,7202,648.18,0.554
190901,Koyukuk River,willow leafblotch miner,6114,550.26,0.47
190901,Koyukuk River,birch leafroller,2687,241.83,0.207
190901,Koyukuk River,spruce beetle,2635,237.15,0.203
190901,Koyukuk River,birch leafminer,1368,123.12,0.105
190901,Koyukuk River,speckled green fruitworm,1287,115.83,0.099
190901,Koyukuk River,wind-tornado/hurricane,1270,114.3,0.098
190901,Koyukuk River,larch sawfly,1101,99.09,0.085
190901,Koyukuk River,dieback,1085,97.65,0.083
190901,Koyukuk River,decline complex,767,69.03,0.059
190901,Koyukuk River,birch aphid,736,66.24,0.057
190901,Koyukuk River,cottonwood leafminers,675,60.75,0.052
190901,Koyukuk River,canker (general),485,43.65,0.037
190901,Koyukuk River,"other canker agent, known (code pending)",220,19.8,0.017
190901,Koyukuk River,unknown canker,203,18.27,0.016
190901,Koyukuk River,eastern larch beetle,51,4.59,0.004
190901,Koyukuk River,large-spored spruce-Labrador tea rust,44,3.96,0.003
190901,Koyukuk River,mud-land slide,35,3.15,0.003
190902,Melozitna River-Yukon River,aspen leafminer,678799,61091.91,24.474
190902,Melozitna River-Yukon River,spruce budworm,517024,46532.16,18.641
190902,Melozitna River-Yukon River,willow leaf blotchminer,484998,43649.82,17.486
190902,Melozitna River-Yukon River,flooding-high water,302421,27217.89,10.904
190902,Melozitna River-Yukon River,larch sawfly,212337,19110.33,7.656
190902,Melozitna River-Yukon River,spruce beetle,105311,9477.99,3.797
190902,Melozitna River-Yukon River,eastern larch beetle,102133,9191.97,3.682
190902,Melozitna River-Yukon River,northern spruce engraver,78182,7036.38,2.819
190902,Melozitna River-Yukon River,defoliators,72240,6501.6,2.605
190902,Melozitna River-Yukon River,unknown defoliator,70812,6373.08,2.553
190902,Melozitna River-Yukon River,large aspen tortrix,51889,4670.01,1.871
190902,Melozitna River-Yukon River,winter injury,45668,4110.12,1.647
190902,Melozitna River-Yukon River,willow leafblotch miner,43771,3939.39,1.578
190902,Melozitna River-Yukon River,fire,11089,998.01,0.4
190902,Melozitna River-Yukon River,birch leafroller,9915,892.35,0.357
190902,Melozitna River-Yukon River,dieback,4826,434.34,0.174
190902,Melozitna River-Yukon River,unknown,3095,278.55,0.112
190902,Melozitna River-Yukon River,large-spored spruce-Labrador tea rust,2998,269.82,0.108
190902,Melozitna River-Yukon River,unknown canker,2267,204.03,0.082
190902,Melozitna River-Yukon River,spruce broom rust,1026,92.34,0.037
190902,Melozitna River-Yukon River,speckled green fruitworm,567,51.03,0.02
190902,Melozitna River-Yukon River,"other canker agent, known (code pending)",158,14.22,0.006
190902,Melozitna River-Yukon River,wind-tornado/hurricane,86,7.74,0.003
190902,Melozitna River-Yukon River,canker (general),59,5.31,0.002
190902,Melozitna River-Yukon River,birch leafminer,55,4.95,0.002
190902,Melozitna River-Yukon River,mud-land slide,18,1.62,0.001
190903,Outlet Yukon River,birch leafroller,688841,61995.69,23.215
190903,Outlet Yukon River,unknown defoliator,597535,53778.15,20.138
190903,Outlet Yukon River,larch sawfly,528190,47537.1,17.801
190903,Outlet Yukon River,defoliators,444215,39979.35,14.971
190903,Outlet Yukon River,willow leaf blotchminer,323345,29101.05,10.897
190903,Outlet Yukon River,speckled green fruitworm,166947,15025.23,5.626
190903,Outlet Yukon River,northern spruce engraver,84689,7622.01,2.854
190903,Outlet Yukon River,large aspen tortrix,63554,5719.86,2.142
190903,Outlet Yukon River,aspen leafminer,52940,4764.6,1.784
190903,Outlet Yukon River,flooding-high water,9735,876.15,0.328
190903,Outlet Yukon River,canker (general),6323,569.07,0.213
190903,Outlet Yukon River,spruce beetle,4116,370.44,0.139
190903,Outlet Yukon River,cottonwood leafminers,2968,267.12,0.1
190903,Outlet Yukon River,dieback,1304,117.36,0.044
190903,Outlet Yukon River,foliage and shoot diseases,975,87.75,0.033
190903,Outlet Yukon River,decline complex,582,52.38,0.02
190903,Outlet Yukon River,"other canker agent, known (code pending)",465,41.85,0.016
190903,Outlet Yukon River,mud-land slide,141,12.69,0.005
190903,Outlet Yukon River,"other wilt, known (code pending)",76,6.84,0.003
190903,Outlet Yukon River,large-spored spruce-Labrador tea rust,60,5.4,0.002
190903,Outlet Yukon River,eastern larch beetle,45,4.05,0.002
190903,Outlet Yukon River,unknown,17,1.53,0.001
190903,Outlet Yukon River,spruce broom rust,13,1.17,0.0
